name,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6
Fruit syrup,341.0,0.0,0.0,0.0,0.0,85.13,53.0,0.0,0.1,8.0,0.0,0.01,0.1,1.6,2.0,0.0,0.001
"Frybread, made with lard (Apache)",309.0,10.0,3.6,1.306,8.38,46.01,1.54,0.0,1.7,52.0,0.0,0.09,0.0,0.0,0.0,0.0,0.068
"Frybread, made with lard (Navajo)",330.0,12.0,4.6,1.055,6.69,48.26,2.03,0.0,0.0,57.0,0.0,0.0,0.8,0.0,0.0,0.0,0.038
"Fungi, dried",284.0,0.7,0.0,0.0,9.25,73.01,0.0,0.0,70.1,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112
"GARDENBURGER Black Bean Chipotle Burger, unprepared",133.0,3.9,0.4,0.9,6.5,22.0,3.6,0.0,6.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
"GARDENBURGER Flame Grilled Burger, unprepared",122.0,4.4,0.4,1.4,15.2,6.8,0.4,0.0,3.7,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02
"GARDENBURGER Original, unprepared",155.0,4.6,2.4,0.6,7.2,22.1,0.6,0.0,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
"GARDENBURGER Savory Portabella Veggie Burger, unprepared",138.0,3.3,1.1,0.7,5.9,22.1,1.2,0.0,7.1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"GARDENBURGER Sun-Dried Tomato Basil Burger, unprepared",137.0,3.6,1.0,0.8,5.5,23.7,2.6,0.0,5.2,50.0,0.0,0.0,0.0,12.0,656.0,0.0,0.0
"GARDENBURGER Veggie Medley Burger, unprepared",121.0,3.6,0.4,1.6,4.1,24.0,2.0,0.0,7.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"GENERAL MILLS, dry",413.0,8.1,2.3,0.0,3.8,81.3,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GEORGE WESTON BAKERIES, Thomas English Muffins",232.0,1.8,0.3,0.92,8.0,46.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GEORGE WESTON BAKERIES, dry",390.0,5.1,0.9,0.761,13.3,72.7,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GIRL SCOUTS, Caramel Dulce De Leche Cookies",520.0,27.0,11.0,8.6,5.1,64.8,29.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
"GIRL SCOUTS, Chalet Cookies",478.0,19.0,6.4,6.9,4.2,72.3,35.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
"GIRL SCOUTS, Do-si-dos Cookies",478.0,21.0,5.9,7.3,8.1,66.0,31.1,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GIRL SCOUTS, Samoas Cookies",489.0,26.0,18.0,3.7,3.5,64.1,35.8,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
"GIRL SCOUTS, Tagalongs Cookies",558.0,35.0,19.0,6.3,8.1,52.2,30.9,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GIRL SCOUTS, Thank U Berry Munch Cookies",491.0,22.0,7.8,7.2,4.6,70.0,28.9,0.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"GIRL SCOUTS, Thin Mints Cookies",502.0,24.0,17.0,3.6,4.5,67.3,32.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GIRL SCOUTS, Trefoils Cookies",498.0,23.0,7.3,8.1,5.7,68.0,20.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GLUTINO, Chocolate Vanilla Creme",474.0,18.0,7.9,1.807,2.19,76.03,49.0,0.0,2.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GLUTINO, Lemon Flavored",515.0,24.0,11.0,2.67,0.0,74.39,42.31,0.0,0.0,9.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0
"GLUTINO, Milk Chocolate",541.0,30.0,15.0,2.274,4.06,62.82,40.99,3.92,1.6,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GLUTINO, Vanilla Creme",487.0,19.0,8.1,1.917,2.19,77.34,49.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Game meat , broiled",171.0,5.7,2.4,0.266,28.05,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.0,2.83,0.557
"Game meat , raw",223.0,16.0,6.8,0.749,18.67,0.0,0.0,0.0,0.0,11.0,0.0,0.24,0.0,0.0,0.0,1.79,0.353
"Game meat, braised",192.0,4.7,2.25,0.2585,35.03,0.0,0.0,0.0,0.0,6.5,0.0,0.49,0.75,0.0,0.0,2.7199999999999998,0.46950000000000003
"Game meat, broiled",160.875,3.4,1.4625,0.169125,30.4875,0.0,0.0,0.0,0.0,5.25,0.0,0.49375,0.15,0.0,0.0,2.01375,0.579125
"Game meat, pan-broiled",206.0,10.633333333333333,4.833333333333333,0.5223333333333333,25.62,0.0,0.0,0.0,0.0,12.333333333333334,0.0,0.49666666666666665,0.4666666666666666,0.0,0.0,2.39,0.421
"Game meat, raw",127.26086956521739,3.7652173913043474,1.0347826086956522,0.34030434782608693,21.82304347826087,0.0,0.0,0.0,0.0,8.956521739130435,0.0,0.06086956521739131,0.09999999999999999,0.8260869565217391,0.34782608695652173,1.807391304347826,0.20504347826086958
"Game meat, roasted",175.7058823529412,5.529411764705882,1.3882352941176472,0.8656470588235294,29.560588235294116,0.0,0.0,0.0,0.0,14.294117647058824,0.0,0.20352941176470588,0.7529411764705882,1.7058823529411764,0.0,4.304117647058824,0.29517647058823526
"Game meat, simmered",259.0,13.0,3.5,2.4,32.42,0.0,0.0,0.0,0.0,5.0,0.0,0.49,1.8,0.0,0.0,2.47,0.29
"Game meat, stewed",189.5,5.95,1.8,1.155,31.700000000000003,0.0,0.0,0.0,0.0,19.0,0.0,0.425,1.55,0.0,0.0,6.51,0.34
"Garlic bread, frozen",350.0,17.0,5.3,5.437,8.36,41.72,3.69,0.0,2.5,27.0,9.0,1.18,29.5,0.2,44.0,0.08,0.083
"Garlic, raw",149.0,0.5,0.1,0.249,6.36,33.06,1.0,0.0,2.1,181.0,0.0,0.08,1.7,31.2,9.0,0.0,1.235
"Gelatin desserts, dry mix",381.0,0.0,0.0,0.0,7.8,90.5,86.04,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
"Gelatin desserts, no added sodium",345.0,0.0,0.0,0.0,55.3,33.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049
"Gelatin desserts, prepared with water",41.0,0.0,0.0,0.0,1.025,9.205,6.745,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gelatin desserts, sodium-citrate and salt",381.0,0.0,0.0,0.0,7.8,90.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,62.8,0.0,0.0,0.01
"Gelatin desserts, vitamin C",345.0,0.0,0.0,0.0,55.3,33.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,490.0,0.0,0.0,0.049
"Gelatin desserts, with aspartame",198.0,0.0,0.0,0.0,15.67,80.21,0.0,0.0,0.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gelatins, unsweetened",335.0,0.1,0.1,0.01,85.6,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
"Ginger root, raw",80.0,0.8,0.2,0.154,1.82,17.77,1.7,0.0,2.0,16.0,0.0,0.26,0.1,5.0,0.0,0.0,0.16
"Ginger root, with artificial sweetener",20.0,0.1,0.0,0.034,0.33,4.83,0.0,0.0,2.6,74.0,0.0,0.18,2.2,0.0,0.0,0.0,0.037
"Goat, raw",109.0,2.3,0.7,0.17,20.6,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
"Goji berries, dried",349.0,0.4,0.0,0.0,14.26,77.06,45.61,0.0,13.0,190.0,0.0,0.0,0.0,48.4,26822.0,0.0,0.0
"Goose, raw",221.66666666666666,15.133333333333333,4.733333333333333,1.64,18.326666666666668,2.106666666666667,0.0,0.0,0.0,22.666666666666668,0.0,0.0,0.0,5.3,10364.333333333334,18.276666666666667,0.5966666666666667
"Goose, roasted",271.5,17.5,5.75,2.0300000000000002,27.064999999999998,0.0,0.0,0.0,0.0,13.5,1.5,0.87,2.55,0.0,55.0,0.44999999999999996,0.42
"Gooseberries, raw",44.0,0.6,0.0,0.317,0.88,10.18,0.0,0.0,4.3,25.0,0.0,0.37,0.0,27.7,290.0,0.0,0.08
"Gooseberries, solids and liquids",73.0,0.2,0.0,0.11,0.65,18.75,0.0,0.0,2.4,16.0,0.0,0.0,0.0,10.0,138.0,0.0,0.012
"Gourd, raw",17.0,0.1,0.0,0.047999999999999994,0.9099999999999999,3.87,1.01,0.0,0.8,23.0,0.0,0.05,0.35,11.05,213.0,0.0,0.041499999999999995
"Gourd, with salt",33.5,0.15,0.0,0.0785,0.63,8.425,2.585,0.0,2.05,16.5,0.0,0.12,0.85,7.1,130.0,0.0,0.0685
"Gourd, without salt",35.5,0.15,0.0,0.0785,0.63,9.015,2.585,0.0,2.05,16.5,0.0,0.12,0.85,7.1,130.0,0.0,0.0685
"Granola bar, peanut butter",536.0,31.0,17.0,1.906,9.6,54.1,23.63,0.0,3.8,108.0,0.0,4.59,5.7,0.6,26.0,0.46,0.11
"Grape juice, with added ascorbic acid",60.0,0.1,0.0,0.022,0.37,14.77,14.2,0.0,0.2,11.0,0.0,0.0,0.4,25.0,8.0,0.0,0.032
"Grape juice, with added ascorbic acid and calcium",62.0,0.1,0.0,0.022,0.37,14.77,14.2,0.0,0.2,42.0,0.0,0.0,0.4,25.0,8.0,0.0,0.032
"Grape juice, without added ascorbic acid",60.0,0.1,0.0,0.022,0.37,14.77,14.2,0.0,0.2,11.0,0.0,0.0,0.4,0.1,8.0,0.0,0.032
"Grape leaves, canned",69.0,2.0,0.3,0.989,4.27,11.71,0.0,0.0,9.9,289.0,0.0,1.79,97.3,11.3,5253.0,0.0,0.136
"Grape leaves, raw",93.0,2.1,0.3,1.065,5.6,17.31,6.3,0.0,11.0,363.0,0.0,2.0,108.6,11.1,27521.0,0.0,0.4
"Grapefruit juice, OCEAN SPRAY",34.0,0.1,0.0,0.017,0.58,7.93,7.5,0.1,0.8,14.0,0.0,0.0,0.0,28.3,35.0,0.0,0.0
"Grapefruit juice, diluted with 3 volume water",41.0,0.1,0.0,0.032,0.55,9.73,9.63,0.0,0.1,8.0,0.0,0.04,0.0,33.7,9.0,0.0,0.044
"Grapefruit juice, raw",39.0,0.1,0.0,0.024,0.5,9.2,4.55,0.0,0.05,9.0,0.0,0.11,0.0,38.0,225.0,0.0,0.044
"Grapefruit juice, sweetened",46.0,0.1,0.0,0.021,0.58,11.13,11.03,0.0,0.1,8.0,0.0,0.04,0.0,26.9,7.0,0.0,0.02
"Grapefruit juice, undiluted",146.0,0.5,0.1,0.113,1.97,34.56,34.16,0.0,0.4,27.0,0.0,0.14,0.1,119.8,31.0,0.0,0.154
"Grapefruit juice, unsweetened",34.0,0.1,0.0,0.018,0.58,7.93,7.2,0.0,0.8,14.0,0.0,0.04,0.0,28.3,35.0,0.0,0.02
"Grapefruit juice, with added calcium",38.0,0.1,0.0,0.024,0.5,8.69,8.33,0.0,0.0,146.0,0.0,0.11,0.0,25.0,440.0,0.0,0.044
"Grapefruit, California",37.0,0.1,0.0,0.024,0.88,9.09,0.0,0.0,0.0,12.0,0.0,0.0,0.0,33.3,10.0,0.0,0.043
"Grapefruit, California and Arizona",37.0,0.1,0.0,0.024,0.5,9.69,0.0,0.0,0.0,11.0,0.0,0.0,0.0,38.1,259.0,0.0,0.042
"Grapefruit, Florida",31.0,0.1,0.0,0.024,0.5900000000000001,7.845,0.0,0.0,0.55,15.0,0.0,0.0,0.0,37.0,134.5,0.0,0.042499999999999996
"Grapefruit, all areas",35.666666666666664,0.10000000000000002,0.0,0.027999999999999997,0.6966666666666667,9.049999999999999,7.06,0.0,1.2666666666666668,15.333333333333334,0.0,0.13,0.0,32.96666666666666,703.3333333333334,0.0,0.046000000000000006
"Grapefruit, solids and liquids",44.333333333333336,0.10000000000000002,0.0,0.023000000000000003,0.6133333333333333,11.266666666666666,10.863333333333335,0.0,0.4000000000000001,14.666666666666666,0.0,0.09000000000000001,0.0,25.666666666666668,0.0,0.0,0.02
"Grapes, raw",64.33333333333333,0.3666666666666667,0.06666666666666667,0.049999999999999996,0.7200000000000001,16.393333333333334,10.576666666666666,0.0,1.9000000000000001,20.333333333333332,0.0,0.12666666666666668,9.733333333333333,4.566666666666666,77.66666666666667,0.0,0.06533333333333334
"Grapes, solids and liquids",58.0,0.1,0.0,0.0305,0.49,14.975,14.375,0.0,0.6,10.0,0.0,0.13,9.8,1.0,54.5,0.0,0.065
"Gravy, au jus",8.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, beef",42.0,1.7,0.8,0.0,1.69,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, brown with onions",42.0,1.7,0.0,0.0,0.0,6.78,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, canned",33.0,1.4500000000000002,0.25,0.515,1.23,3.985,0.0,0.0,0.2,5.5,0.0,0.0,0.0,0.5,0.0,0.05,0.015
"Gravy, chicken",51.0,2.7,0.6,0.361,0.79,5.87,0.94,0.94,0.0,12.0,0.0,0.08,0.2,0.0,0.0,0.0,0.02
"Gravy, classic chicken",46.0,2.6,0.7,0.429,0.67,5.01,0.0,0.0,0.0,10.0,0.0,0.11,0.8,0.0,0.0,0.0,0.027
"Gravy, country style cream",76.0,5.1,1.7,0.0,1.69,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, country style sausage",119.0,10.0,2.5,0.0,3.39,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, dry",366.25,10.075,3.6,1.530375,10.585,58.815000000000005,5.09125,0.0,1.6625,135.75,0.0,0.14125,0.3375,1.5999999999999999,56.5,0.5125,0.175625
"Gravy, fat free",30.2,0.0,0.0,0.0,1.686,5.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0,0.0
"Gravy, golden pork",76.0,5.1,2.5,0.0,1.69,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, microwavable",50.333333333333336,2.8000000000000003,1.0999999999999999,0.0,1.1199999999999999,5.026666666666666,1.6766666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0
"Gravy, mix",322.0,3.0,1.9,0.14,9.0,67.64,0.0,0.0,6.0,280.0,0.0,0.0,0.0,7.0,0.0,0.7,0.1
"Gravy, mushroom",34.0,1.7,0.0,0.0,0.0,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gravy, powder",347.5,6.3,3.3499999999999996,0.29700000000000004,9.39,64.115,13.995000000000001,0.0,3.5999999999999996,184.5,0.0,0.20500000000000002,0.30000000000000004,4.2,59.0,0.605,0.093
"Gravy, prepared",53.0,2.4,1.0,0.095,3.8,6.16,0.01,0.0,0.3,6.0,0.0,0.06,0.0,0.0,0.0,0.1,0.01
"Gravy, ready-to-serve",50.666666666666664,2.3666666666666667,0.7999999999999999,0.32566666666666666,2.3533333333333335,5.066666666666666,0.24,0.09999999999999999,0.3,6.666666666666667,0.0,0.05666666666666667,0.2333333333333333,0.0,2.0,0.06666666666666667,0.015
"Gravy, savory beef",39.0,1.1,0.4,0.046,1.09,6.24,0.52,0.0,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.014
"Gravy, slow roast",39.333333333333336,0.9,0.0,0.0,1.6900000000000002,5.646666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.333333333333336,0.0,0.0
"Gravy, turkey",42.0,1.7,0.8,0.0,1.69,5.08,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ground turkey, broiled",198.0,9.833333333333334,2.6,2.8236666666666665,26.909999999999997,0.0,0.0,0.0,0.0,27.666666666666668,8.0,0.09666666666666668,0.0,0.0,75.66666666666667,1.29,0.5873333333333334
"Ground turkey, cooked",203.0,10.0,2.7,2.917,27.37,0.0,0.0,0.0,0.0,28.0,8.0,0.11,0.0,0.0,79.0,1.34,0.633
"Ground turkey, pan-broiled crumbles",207.33333333333334,10.566666666666666,2.766666666666667,3.0096666666666665,27.96666666666667,0.0,0.0,0.0,0.0,28.666666666666668,8.0,0.12333333333333334,0.0,0.0,82.66666666666667,1.4000000000000001,0.6796666666666668
"Ground turkey, raw",147.5,7.75,2.025,2.20525,19.715,0.0,0.0,0.0,0.0,19.0,14.0,0.0875,0.0,0.0,66.25,1.0025,0.564
"Groundcherries, raw",53.0,0.7,0.0,0.0,1.9,11.2,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,720.0,0.0,0.0
"Guanabana nectar, canned",59.0,0.2,0.0,0.039,0.11,14.93,13.07,0.0,0.1,7.0,0.0,0.01,0.0,11.1,0.0,0.0,0.007
"Guava nectar, canned",48.0,0.1,0.0,0.017,0.3,13.3,10.15,0.0,1.2,8.0,0.0,0.06,1.0,21.3,49.0,0.0,0.009
"Guava nectar, with added ascorbic acid",63.0,0.1,0.0,0.01,0.09,16.25,12.95,0.0,1.0,8.0,0.0,0.05,1.0,21.1,106.0,0.0,0.01
"Guava sauce, cooked",36.0,0.1,0.0,0.059,0.32,9.48,5.88,0.0,3.6,7.0,0.0,0.55,1.9,146.4,283.0,0.0,0.09
"Guavas, raw",68.5,0.8,0.25,0.327,1.565,15.84,4.46,0.0,5.4,19.5,0.0,0.365,1.3,132.65,357.0,0.0,0.055
"Guinea hen, raw",134.0,4.5,1.2,1.0,22.02,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.5,66.5,0.355,0.425
"Gums, seed gums (includes locust bean",332.0,0.5,0.1,0.07,4.6,77.3,0.0,0.0,77.3,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEALTHY REQUEST Tomato juice,21.0,0.0,0.0,0.0,0.82,4.53,3.7,0.0,0.8,8.0,0.0,5.56,0.0,29.6,2058.0,0.0,0.0
"HEALTHY REQUEST, condensed",67.75,1.0,0.2,0.4015,1.9925000000000002,12.79,4.202500000000001,0.0,1.5999999999999999,32.25,0.0,0.0,0.0,1.2,815.5,0.0,0.0
"HEINZ, frozen",241.0,6.9,1.4,2.9,4.4,40.3,16.8,0.0,2.1,48.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
"HORMEL ALWAYS TENDER, Fresh Pork",156.0,8.4,3.2,0.735,18.88,0.8,0.18000000000000002,0.0,0.0,9.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
"HORMEL ALWAYS TENDER, Lemon Garlic-Flavored",118.0,4.2,1.4,0.6,17.83,1.79,0.22,0.0,0.0,6.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0
"HORMEL ALWAYS TENDER, Peppercorn-Flavored",110.0,3.8,1.2,1.05,17.21,1.82,0.14,0.0,0.0,14.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
"HORMEL ALWAYS TENDER, Teriyaki-Flavored",119.0,3.1,1.1,0.6,18.2,4.63,3.33,0.0,0.0,7.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
HORMEL Canadian Style Bacon,122.0,4.9,1.8,0.62,16.88,1.87,1.43,0.0,0.0,6.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
HORMEL Pillow Pak Sliced Turkey Pepperoni,243.0,12.0,3.5,3.32,30.99,3.78,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
"HORMEL, Cure 81 Ham",106.0,3.6,1.2,0.37,18.43,0.21,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0
"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",241.0,9.1,3.5,1.936,9.16,30.55,7.6,2.37,1.5,152.0,10.0,0.29,0.8,0.1,0.0,0.35,0.095
"HOT POCKETS, frozen",244.0,9.3,3.3,1.9555000000000002,9.11,30.424999999999997,7.665,0.475,1.6500000000000001,166.5,10.0,0.49,5.800000000000001,2.75,253.5,0.35,0.0955
HOUSE FOODS Premium Firm Tofu,85.0,4.2,0.7,2.51,10.92,0.97,0.4,0.0,0.9,149.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0
HOUSE FOODS Premium Soft Tofu,59.0,2.7,0.5,1.61,6.38,2.19,0.53,0.0,0.8,78.0,0.0,0.0,0.0,0.9,34.0,0.0,0.0
"HUNGRY MAN, unprepared",136.0,8.5,3.4,0.533,7.96,6.96,0.18,0.0,1.3,29.0,0.0,0.1,0.0,0.0,0.0,0.77,0.113
Ham and cheese loaf or roll,241.0,19.0,7.0,2.022,13.6,4.0,0.0,0.0,0.0,58.0,44.0,0.27,0.0,0.0,0.0,0.81,0.26
Ham and cheese spread,245.0,19.0,8.6,1.38,16.18,2.28,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,304.0,0.73,0.13
Ham salad spread,216.0,16.0,5.0,2.689,8.68,10.64,0.0,0.0,0.0,8.0,26.0,1.74,0.0,0.0,0.0,0.76,0.15
"Ham, canned",239.0,19.0,6.3,2.06,16.06,0.26,0.0,0.0,0.0,7.0,24.0,0.25,0.0,2.0,0.0,0.7,0.32
"Ham, cooked",122.0,2.4,0.9,0.23,17.93,7.27,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6,0.0,0.38,0.231
"Ham, low sodium",141.0,2.7,1.8,0.187,18.52,10.7,10.68,0.0,0.0,5.0,27.0,0.24,0.0,0.0,39.0,0.37,0.415
"Ham, minced",263.0,21.0,7.2,2.47,16.28,1.84,0.0,0.0,0.0,10.0,26.0,0.27,0.0,0.0,0.0,0.95,0.26
"Ham, not canned",180.0,10.0,3.4,1.26,16.5,4.2,0.0,0.0,0.0,7.0,29.0,0.23,0.0,0.0,0.0,0.92,0.35
"Ham, packaged (96% fat free",100.0,3.4,0.7,0.214,16.9,0.55,0.0,0.0,0.0,5.0,28.0,0.29,0.0,0.0,0.0,0.36,0.394
"Ham, regular (approximately 11% fat)",163.0,8.6,2.9,0.789,16.6,3.83,0.0,0.0,1.3,24.0,29.0,0.08,0.0,4.0,0.0,0.42,0.329
"Hazelnuts, beaked (Northern Plains Indians)",628.0,53.0,0.0,0.0,14.89,22.98,0.0,0.0,9.8,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
"Headcheese, pork",157.0,11.0,3.4,1.134,13.83,0.0,0.0,0.0,0.0,16.0,37.0,0.25,3.4,0.0,0.0,1.05,0.19
"Hearts of palm, canned",28.0,0.6,0.1,0.202,2.52,4.62,0.0,0.0,2.4,58.0,0.0,0.0,0.0,7.9,0.0,0.0,0.022
"Hearts of palm, raw",115.0,0.2,0.0,0.089,2.7,25.61,17.16,0.0,1.5,18.0,0.0,0.5,0.0,8.0,68.0,0.0,0.81
"Hominy, white",72.0,0.9,0.1,0.399,1.48,14.26,1.82,0.0,2.5,10.0,0.0,0.05,0.2,0.0,1.0,0.0,0.005
"Hominy, yellow",72.0,0.9,0.1,0.399,1.48,14.26,0.0,0.0,2.5,10.0,0.0,0.0,0.0,0.0,110.0,0.0,0.005
Honey,304.0,0.0,0.0,0.0,0.3,82.4,82.12,0.0,0.2,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.024
"Honey roll sausage, beef",182.0,11.0,4.1,0.49,18.58,2.18,0.0,0.0,0.0,9.0,40.0,0.0,0.0,0.0,0.0,2.35,0.27
Horned melon (Kiwano),44.0,1.3,0.0,0.0,1.78,7.56,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.3,147.0,0.0,0.063
"Horseradish, prepared",48.0,0.7,0.1,0.339,1.18,11.29,7.99,0.0,3.3,56.0,0.0,0.01,1.3,24.9,2.0,0.0,0.073
"Huckleberries, raw (Alaska Native)",37.0,0.1,0.0,0.0,0.4,8.7,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.8,79.0,0.0,0.0
"Hummus, commercial",166.0,9.6,1.4,3.613,7.9,14.29,0.0,0.0,6.0,38.0,0.0,0.0,0.0,0.0,30.0,0.0,0.2
"Hummus, home prepared",177.0,8.6,1.1,2.109,4.86,20.12,0.27,0.0,4.0,49.0,0.0,0.75,3.0,7.9,5.0,0.0,0.399
"Hush puppies, prepared from recipe",337.0,14.0,2.1,7.219,7.7,46.0,2.03,0.0,2.8,278.0,0.0,1.26,23.6,0.2,186.0,0.19,0.102
"Hyacinth beans, raw",344.0,1.7,0.3,0.715,23.9,60.74,0.0,0.0,25.6,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155
"Hyacinth beans, with salt",117.0,0.6,0.1,0.245,8.14,20.7,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037
"Hyacinth beans, without salt",117.0,0.6,0.1,0.245,8.14,20.69,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037
"Hyacinth-beans, raw",46.0,0.2,0.1,0.008,2.1,9.19,4.08,0.0,3.3,50.0,0.0,0.51,18.1,12.9,864.0,0.0,0.024
"Hyacinth-beans, with salt",50.0,0.3,0.1,0.01,2.95,9.2,0.0,0.0,0.0,41.0,0.0,0.0,0.0,5.1,142.0,0.0,0.023
"Hyacinth-beans, without salt",50.0,0.3,0.1,0.01,2.95,9.2,0.0,0.0,0.0,41.0,0.0,0.0,0.0,5.1,142.0,0.0,0.023
"INTERSTATE BRANDS CORP, WONDER Hamburger Rolls",273.0,4.2,1.0,2.177,8.07,50.84,11.06,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ice cream bar, covered with chocolate and nuts",303.0,26.0,16.0,1.879,5.62,11.89,10.8,0.0,1.1,90.0,9.0,0.54,1.7,0.0,281.0,0.49,0.281
"Ice cream bar, with crunch coating",358.0,25.0,18.0,2.208,2.11,37.12,21.05,0.0,1.1,63.0,3.0,2.25,22.3,0.0,105.0,0.09,0.106
"Ice cream cone, flavors other than chocolate",354.0,22.0,11.0,1.657,5.21,34.38,25.0,0.0,1.0,63.0,3.0,0.18,1.1,0.0,104.0,0.36,0.046
"Ice cream cones, cake or wafer-type",417.0,6.9,1.2,3.264,8.1,79.0,6.0,0.0,3.0,25.0,0.0,0.78,1.8,0.0,0.0,0.0,0.03
"Ice cream cones, rolled-type",402.0,3.8,0.6,1.452,7.9,84.1,25.66,0.0,1.7,44.0,0.0,0.07,1.5,0.0,0.0,0.0,0.052
Ice cream cookie sandwich,240.0,7.4,1.7,0.847,3.7,39.6,21.3,0.0,1.2,73.0,0.0,0.4,1.3,0.0,122.0,0.01,0.028
Ice cream sandwich,237.0,8.6,2.3,2.272,4.29,37.14,18.57,0.0,0.0,86.0,0.0,0.4,1.3,0.0,286.0,0.05,0.028
