name,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,monounsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6,vitamin_b5
"Tajine de poulet, préemballé",entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,127.0,3.7,0.4,1.0,2.14,7.54,14.4,6.8,0.2,3.0,18.0,0.25,1.27,7.32,0.5,21.0,0.075,0.096,0.39
"Chop suey (porc ou poulet), préemballé",entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,78.2,3.0,0.0,0.0,0.0,5.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Légumes farcis (sauf tomate),entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,69.8,3.0,0.46,0.68,1.73,6.4,3.6,2.59,0.0,1.4,27.1,0.088,0.55,0.0,4.86,10.3,0.18,0.11,0.46
Moules marinières (oignons et vin blanc),entrées et plats composés,plats composés,plats de poisson sans garniture,92.0,2.24,0.99,0.61,0.59,10.3,7.43,1.05,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Moules farcies (matière grasse, persillade…), préemballées, crues",entrées et plats composés,plats composés,plats de poisson sans garniture,284.0,24.8,16.6,0.95,5.57,9.56,4.43,0.3,0.3,1.26,40.0,0.25,1.79,11.4,0.5,209.0,19.3,0.063,0.34
"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",entrées et plats composés,plats composés,plats de poisson sans garniture,105.0,5.1,3.18,0.27,1.25,6.13,8.39,2.48,1.64,0.5,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",entrées et plats composés,plats composés,plats de poisson sans garniture,117.0,7.5,4.82,0.26,1.81,6.69,5.28,1.6,0.75,0.7,52.0,0.25,0.63,3.6,0.5,58.7,0.95,0.022,0.28
"Saumon à l'oseille, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,133.0,7.65,3.19,1.1,2.33,8.36,7.43,0.58,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc à la bordelaise, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,176.0,10.4,2.3,2.88,2.92,14.8,5.3,1.09,0.17,1.0,21.1,0.9,2.6,0.0,9.7,2.0,2.2,0.05,0.18
"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,75.2,2.3,0.42,0.63,1.14,9.31,3.1,2.0,0.1,2.4,16.1,0.2,1.1,0.0,0.0,2.0,1.1,0.05,0.25
"Poisson blanc à la florentine (sauce aux épinards), préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,100.0,4.35,2.75,0.0,0.0,11.4,2.9,1.95,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,80.0,2.8,0.0,0.0,0.0,11.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc à la sauce moutarde, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,90.8,3.6,0.0,0.0,0.0,9.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc à la parisienne (sauce aux champignons), préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,79.9,3.25,1.56,0.83,0.72,9.16,3.0,0.86,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc à l'estragon, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,77.2,2.8,0.0,0.0,0.0,8.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poisson blanc sauce oseille, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,114.0,5.5,3.31,0.31,1.32,11.8,3.9,1.65,0.7,1.0,40.0,0.5,1.1,3.6,0.5,38.8,1.87,0.058,0.2
"Saumon farci, préemballé",entrées et plats composés,plats composés,plats de poisson sans garniture,227.0,16.2,3.8,0.0,0.0,18.8,0.4,0.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brochette de poisson,entrées et plats composés,plats composés,plats de poisson sans garniture,127.0,5.71,0.98,1.0,3.14,18.0,0.86,0.85,0.0,0.29,26.5,1.41,1.02,0.0,6.33,18.4,2.03,0.26,0.29
Brochette de crevettes,entrées et plats composés,plats composés,plats de poisson sans garniture,93.5,1.5,0.1,0.22,0.88,18.5,1.5,0.0,0.0,0.0,100.0,0.21,1.96,0.0,8.33,7.22,1.14,0.11,0.25
"Poisson en sauce, surgelé",entrées et plats composés,plats composés,plats de poisson sans garniture,132.0,7.05,2.84,0.2,1.12,13.3,3.18,1.3,0.0,1.25,18.2,1.13,2.31,0.0,0.0,19.0,1.53,0.17,0.25
Poisson cuit (aliment moyen),entrées et plats composés,plats composés,plats de poisson sans garniture,144.0,5.52,1.21,1.55,1.79,23.5,0.0,0.0,0.0015,0.0,29.9,3.69,0.91,0.0,0.96,10.5,3.87,0.33,0.59
"Poisson blanc, cuit (aliment moyen)",entrées et plats composés,plats composés,plats de poisson sans garniture,107.0,2.18,0.44,0.49,0.66,22.0,0.0,0.0,0.0,0.0,30.3,1.59,0.71,0.0,0.45,8.18,1.92,0.21,0.25
"Poisson blanc, de mer, cuit (aliment moyen)",entrées et plats composés,plats composés,plats de poisson sans garniture,106.0,2.0,0.38,0.47,0.64,22.1,0.0,0.0,0.0,0.0,27.6,1.19,0.71,0.0,0.37,7.82,1.99,0.21,0.23
Paëlla,entrées et plats composés,plats composés,plats de poisson et féculents,148.0,4.9,1.28,0.55,1.08,7.86,17.1,1.2,0.2,1.85,38.7,0.5,1.3,0.0,1.95,5.0,1.1,0.12,0.42
Couscous au poisson,entrées et plats composés,plats composés,plats de poisson et féculents,105.0,1.6,0.2,0.9,0.3,7.5,14.2,1.7,0.0,1.7,24.0,0.1,1.2,0.0,7.6,0.9,0.5,0.1,0.2
"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",entrées et plats composés,plats composés,plats de poisson et féculents,117.0,6.15,3.68,0.46,1.74,6.39,8.57,1.62,0.73,1.1,46.8,1.1,1.5,0.0,1.0,16.0,0.36,0.05,0.23
Sushi ou Maki aux produits de la mer,entrées et plats composés,plats composés,plats de poisson et féculents,171.0,3.7,0.6,1.15,1.72,6.69,26.9,4.93,0.1,0.9,16.0,1.14,0.33,2.78,1.11,21.0,1.36,0.15,0.34
Terrine ou mousse de légumes,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,9.56,3.43,1.43,4.28,4.05,5.6,1.77,0.0,2.55,50.5,0.2,2.11,0.0,2.16,20.0,0.0,0.36,0.0
Flan de légumes,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,18.6,10.8,1.13,5.38,5.38,4.13,2.06,1.01,2.3,72.0,0.25,1.36,44.3,0.5,156.0,0.6,0.073,0.44
"Haricots blancs à la sauce tomate, appertisés",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,0.4,0.16,0.0,0.0,4.67,10.1,1.65,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Piperade basquaise, préemballée",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,3.8,2.0,0.3,1.33,1.1,6.5,4.9,0.2,3.4,7.6,0.0,1.3,3.77,12.2,0.0,0.0,0.063,0.071
"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",entrées et plats composés,plats composés,plats de légumes/légumineuses,81.2,1.77,0.4,0.14,0.52,2.6,12.1,1.5,0.0,3.6,24.5,0.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0
"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,3.93,0.48,0.0,0.0,3.13,5.83,3.1,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,1.77,0.14,0.9,0.66,1.61,4.33,2.66,0.3,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,1.21,0.22,0.098,0.24,1.89,3.59,1.81,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ratatouille cuisinée, préemballée",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,3.15,0.47,0.46,2.08,1.22,4.97,3.91,0.2,2.03,16.4,0.0,1.56,0.0,25.2,10.0,0.0,0.04,0.0
"Épinards à la crème, préemballés",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,2.9,1.82,0.18,0.67,2.5,4.1,1.19,1.07,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gratin d'aubergine, préemballé",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,8.68,1.3,0.0,0.0,1.95,5.45,3.8,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gratin dauphinois,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,4.2,2.67,0.2,0.99,3.38,14.5,2.08,0.94,1.5,38.6,0.0,0.24,0.0,3.1,49.0,0.0,0.04,0.24
Endive au jambon,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,6.3,3.77,0.38,1.6,7.44,4.71,1.98,1.08,1.5,77.2,0.28,0.23,0.0,3.72,44.7,0.3,0.11,0.28
"Gratin de chou-fleur, préemballé",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,6.5,4.0,0.16,1.31,3.0,3.3,0.88,0.0,1.3,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gratin de légumes,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,6.7,3.41,0.99,1.81,3.44,6.91,3.42,1.58,1.7,83.1,0.084,1.84,0.0,12.6,26.9,0.12,0.11,0.27
"Riste d'aubergines (aubergines, tomates, oignons), préemballée",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,10.4,2.0,5.26,2.63,1.05,10.6,5.2,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palet ou galette de légumes, préfrit, surgelé",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,5.44,1.13,1.12,2.24,3.29,10.7,3.34,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palet ou galette de légumes, préfrit, surgelé, cuit",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,5.7,0.64,2.29,2.41,3.31,8.45,3.0,0.7,2.6,40.0,0.25,2.63,20.2,1.23,21.0,0.18,0.088,0.31
"Choucroute, sans garniture, égouttée, cuite",entrées et plats composés,plats composés,plats de légumes/légumineuses,75.3,6.6,2.02,1.08,3.12,1.38,0.1,0.2,0.2,4.5,43.0,0.25,0.4,31.0,17.2,21.0,0.028,0.055,0.11
"Tomate à la provençale, fait maison",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,4.32,0.94,0.6,2.55,1.65,6.55,2.71,0.0,2.0,23.0,0.01,1.64,0.0,21.5,11.0,0.0,0.11,0.32
Beignet de légumes,entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,8.52,0.99,2.36,4.79,3.52,23.0,3.03,0.0,1.95,52.4,0.16,2.86,0.0,13.2,20.1,0.14,0.12,0.39
"Falafel ou Boulette de pois-chiche et/ou fève, frite",entrées et plats composés,plats composés,plats de légumes/légumineuses,252.0,14.4,1.5,5.83,6.4,8.25,18.7,1.4,0.2,7.7,57.0,0.25,6.9,10.0,0.5,0.0,0.0,0.17,0.43
"Gratin de légumes en sauce blanche type béchamel, cuit",entrées et plats composés,plats composés,plats de légumes/légumineuses,0.0,6.5,3.48,0.51,2.03,3.64,6.74,3.2,1.55,1.0,84.0,0.25,0.81,22.9,1.94,55.2,0.33,0.052,0.43
"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",entrées et plats composés,plats composés,plats de légumes/légumineuses,211.0,10.8,1.28,3.32,5.67,7.38,17.7,3.57,0.1,6.0,57.0,0.25,4.04,23.6,0.5,0.0,0.0,0.082,0.36
"Blé dur précuit cuisiné, en sachet micro-ondable",entrées et plats composés,plats composés,plats de céréales/pâtes,188.0,4.84,1.11,0.0,0.0,4.93,29.5,2.21,0.0,2.58,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.12,0.0
"Blé dur précuit, grains entiers, cuisiné, à poêler",entrées et plats composés,plats composés,plats de céréales/pâtes,344.0,1.59,0.69,0.0,0.0,11.1,67.2,2.64,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ravioli à la viande, sauce tomate, appertisé",entrées et plats composés,plats composés,plats de céréales/pâtes,95.3,2.83,1.14,0.48,1.21,4.22,12.5,2.23,0.2,1.41,25.3,0.14,0.32,0.0,1.22,0.0,0.0,0.15,0.4
Lasagnes ou cannelloni à la viande (bolognaise),entrées et plats composés,plats composés,plats de céréales/pâtes,134.0,5.72,2.55,0.75,1.51,6.29,13.5,2.84,0.74,1.91,44.8,0.11,0.91,0.0,2.57,12.0,0.45,0.12,0.31
"Pâtes à la bolognaise (spaghetti, tagliatelles…)",entrées et plats composés,plats composés,plats de céréales/pâtes,116.0,4.07,1.42,0.77,1.34,5.32,13.6,2.64,0.075,1.9,14.0,0.0,1.31,0.0,4.22,0.0,0.32,0.14,0.4
Riz cantonais,entrées et plats composés,plats composés,plats de céréales/pâtes,164.0,4.94,0.75,2.4,1.48,5.46,23.6,1.28,0.1,1.74,16.7,0.5,0.91,0.0,0.97,4.0,0.14,0.085,0.18
"Ravioli chinois à la vapeur à la crevette, cuit",entrées et plats composés,plats composés,plats de céréales/pâtes,190.0,5.5,1.55,1.38,2.25,5.5,27.8,1.1,0.2,3.6,31.0,0.25,0.97,0.8,0.5,21.0,0.65,0.038,0.061
Gratin de pâtes,entrées et plats composés,plats composés,plats de céréales/pâtes,179.0,9.2,4.85,0.84,2.84,7.06,16.4,2.19,1.47,1.0,116.0,0.3,0.34,0.0,1.1,67.0,0.39,0.06,0.28
"Lasagnes ou cannellonis aux légumes, préemballées, cuits",entrées et plats composés,plats composés,plats de céréales/pâtes,103.0,4.85,1.5,0.79,2.45,2.75,11.0,4.75,0.1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes à la carbonara (spaghetti, tagliatelles…)",entrées et plats composés,plats composés,plats de céréales/pâtes,161.0,8.7,4.34,0.69,2.71,5.91,14.2,1.79,0.26,1.18,36.1,0.1,1.19,0.0,0.82,47.8,0.11,0.06,0.3
"Lasagnes ou cannellonis au poisson, préemballées",entrées et plats composés,plats composés,plats de céréales/pâtes,148.0,7.1,2.5,1.51,1.88,7.28,13.0,2.03,0.0,1.68,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",entrées et plats composés,plats composés,plats de céréales/pâtes,226.0,8.3,4.64,0.85,2.1,10.0,26.8,4.4,0.96,1.9,72.3,0.05,0.1,0.0,0.2,24.9,0.18,0.04,0.27
"Couscous de légumes, préemballé",entrées et plats composés,plats composés,plats de céréales/pâtes,108.0,2.25,0.8,0.83,0.52,4.32,16.4,2.54,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",entrées et plats composés,plats composés,plats de céréales/pâtes,219.0,7.5,2.36,2.03,2.66,7.94,27.8,3.53,1.93,3.4,69.0,0.25,0.64,0.8,0.5,21.0,0.25,0.058,0.45
"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",entrées et plats composés,plats composés,plats de céréales/pâtes,265.0,5.79,2.45,1.14,1.94,11.4,40.3,3.91,0.0,3.15,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",entrées et plats composés,plats composés,plats de céréales/pâtes,174.0,4.65,1.65,0.82,1.95,6.94,25.1,1.0,0.4,2.15,29.0,0.38,0.28,0.74,0.5,21.0,0.57,0.051,0.32
"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",entrées et plats composés,plats composés,plats de céréales/pâtes,268.0,7.69,4.28,0.74,2.55,11.3,37.3,3.83,0.5,2.23,141.0,0.0,0.1,0.0,0.0,23.0,0.6,0.05,0.47
"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",entrées et plats composés,plats composés,plats de céréales/pâtes,262.0,5.69,2.74,1.47,1.17,9.98,41.4,3.46,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nouilles sautées/poêlées aux crevettes,entrées et plats composés,plats composés,plats de céréales/pâtes,104.0,3.4,1.16,1.18,0.76,4.88,12.6,1.7,0.2,1.6,22.0,0.25,0.68,7.53,0.5,21.0,0.21,0.056,0.18
"Riz blanc, avec poulet, préemballé, cuit",entrées et plats composés,plats composés,plats de céréales/pâtes,175.0,3.19,0.52,0.0,0.0,4.23,31.5,3.48,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Riz blanc, avec légumes et viande, préemballé, cuit",entrées et plats composés,plats composés,plats de céréales/pâtes,167.0,3.57,0.69,0.0,0.0,4.61,28.3,1.91,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Risotto, aux légumes, préemballé",entrées et plats composés,plats composés,plats de céréales/pâtes,120.0,3.8,2.0,0.23,1.3,2.74,18.4,0.85,0.36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Risotto, aux fruits de mer, préemballé",entrées et plats composés,plats composés,plats de céréales/pâtes,130.0,6.07,2.92,0.0,0.0,5.47,12.5,2.02,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Risotto, aux fromages, préemballé",entrées et plats composés,plats composés,plats de céréales/pâtes,195.0,5.16,2.49,0.0,0.0,5.65,30.9,0.58,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Raviolis aux légumes, sauce tomate, appertisés",entrées et plats composés,plats composés,plats de céréales/pâtes,91.1,2.45,0.48,0.98,0.98,2.88,13.5,2.83,0.2,1.7,15.0,0.25,0.85,9.31,0.5,21.0,0.082,0.096,0.17
"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",entrées et plats composés,plats composés,plats de céréales/pâtes,156.0,4.9,1.93,1.07,1.63,5.19,20.9,1.9,0.8,3.7,50.0,0.25,0.81,1.35,0.5,21.0,0.49,0.038,0.32
"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",entrées et plats composés,plats composés,plats de céréales/pâtes,163.0,7.4,4.35,0.0,0.0,7.17,15.9,5.85,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",entrées et plats composés,plats composés,plats de céréales/pâtes,255.0,5.06,1.74,0.0,0.0,9.4,41.4,3.14,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",entrées et plats composés,plats composés,plats de céréales/pâtes,199.0,6.53,2.88,1.11,2.1,7.98,25.7,2.82,0.96,2.52,54.9,0.12,0.36,0.75,0.23,15.5,0.36,0.047,0.33
"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",entrées et plats composés,plats composés,plats de céréales/pâtes,150.0,6.5,0.85,3.24,2.1,2.5,18.6,0.8,0.2,2.6,70.0,0.25,2.48,64.7,0.5,0.0,0.0,0.042,0.12
"Lasagnes ou cannellonis aux légumes, préemballés, cuits",entrées et plats composés,plats composés,plats de céréales/pâtes,122.0,5.9,1.91,1.54,2.06,4.38,11.8,4.3,1.0,0.0,76.0,0.25,2.19,6.37,3.34,21.0,0.2,0.08,0.28
"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",entrées et plats composés,plats composés,plats de céréales/pâtes,179.0,10.2,5.23,1.13,3.04,7.0,14.0,2.3,1.15,1.4,32.0,0.25,1.14,13.7,0.67,54.0,0.18,0.047,0.36
"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",entrées et plats composés,plats composés,plats de céréales/pâtes,133.0,6.6,3.1,0.66,2.46,6.1,11.4,3.5,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",entrées et plats composés,plats composés,plats de fromage,195.0,13.3,8.25,0.37,3.5,8.06,9.5,0.57,0.21,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fromage de chèvre pané à dorer, préemballé",entrées et plats composés,plats composés,plats de fromage,0.0,19.2,9.99,3.52,4.42,12.9,15.0,3.5,0.9,0.0,100.0,0.25,2.79,1.58,0.5,133.0,0.17,0.035,0.21
Soufflé au fromage,entrées et plats composés,plats composés,plats de fromage,184.0,12.6,7.37,0.69,3.85,12.9,3.8,1.77,0.0,2.1,226.0,0.5,0.6,0.0,1.0,131.0,0.6,0.06,0.58
"Tartiflette, préemballée",entrées et plats composés,plats composés,plats de fromage,161.0,8.9,4.47,1.05,2.7,6.0,13.5,1.25,0.49,0.8,74.0,0.25,0.56,0.82,0.5,35.7,0.2,0.13,0.23
Gougère,entrées et plats composés,plats composés,plats de fromage,399.0,26.6,16.0,1.65,7.11,16.2,22.7,0.56,0.1,1.9,302.0,0.89,0.97,0.0,0.0,272.0,0.98,0.11,0.76
"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",entrées et plats composés,plats composés,plats de fromage,231.0,17.2,12.0,0.42,4.34,16.2,2.6,1.1,0.0,0.0,517.0,0.5,0.35,0.0,0.0,126.0,0.83,0.065,0.12
Fromage pané au jambon,entrées et plats composés,plats composés,plats de fromage,263.0,14.6,7.15,2.38,4.31,17.4,15.3,1.5,0.0,1.0,84.9,0.5,4.1,0.0,1.0,26.0,0.61,0.25,0.55
Escalope végétale ou steak à base de soja,entrées et plats composés,plats composés,plats végétariens,0.0,14.7,0.65,4.6,5.2,15.5,8.7,2.3,0.2,8.8,160.0,0.5,0.2,9.26,2.0,21.0,0.4,0.08,0.34
Tempeh,entrées et plats composés,plats composés,plats végétariens,157.0,4.7,0.57,2.79,1.09,16.1,7.89,0.24,0.1,6.2,88.0,0.25,1.17,20.3,0.5,0.0,0.019,0.091,0.57
"Nuggets de blé (sans soja), préemballé",entrées et plats composés,plats composés,plats végétariens,284.0,14.9,1.48,4.72,7.96,12.6,22.4,1.33,0.1,2.55,22.0,0.25,6.84,5.24,0.5,0.0,0.0,0.026,0.27
"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",entrées et plats composés,plats composés,plats végétariens,253.0,12.6,1.34,5.3,5.31,14.1,18.5,3.17,0.1,4.18,55.0,0.25,3.88,0.8,4.36,21.0,0.034,0.056,0.36
"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",entrées et plats composés,plats composés,plats végétariens,251.0,10.9,1.14,3.17,6.05,15.5,19.7,1.75,0.1,5.38,61.0,0.25,3.76,2.58,0.5,0.0,0.0,0.042,0.34
Pané soja et blé (ne convient pas aux véganes ou végétaliens),entrées et plats composés,plats composés,plats végétariens,260.0,13.9,1.45,5.35,6.42,14.4,16.8,1.28,0.1,4.39,50.0,0.25,5.22,9.15,0.5,21.0,0.057,0.048,0.37
"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",entrées et plats composés,plats composés,plats végétariens,245.0,10.0,1.1,3.69,4.7,16.9,18.8,0.0,0.1,5.41,70.0,0.25,2.55,2.64,0.5,0.0,0.0,0.075,0.3
"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",entrées et plats composés,plats composés,plats végétariens,247.0,13.1,3.02,3.7,5.74,15.2,15.1,2.05,0.27,3.28,170.0,0.25,3.35,7.45,0.5,24.4,0.33,0.045,0.35
"Raviolis au tofu, à la sauce tomate, préemballés",entrées et plats composés,plats composés,plats végétariens,91.7,2.7,0.41,1.17,0.95,3.13,12.5,3.14,0.1,2.1,28.0,0.25,1.71,6.17,0.5,0.0,0.0,0.033,0.16
"Galette de céréales au fromage (sans soja), préemballé",entrées et plats composés,plats composés,plats végétariens,241.0,10.3,2.56,2.08,5.02,7.0,27.8,2.86,0.1,4.3,93.0,0.25,2.07,2.35,0.5,21.0,0.12,0.047,0.44
"Galette de céréales aux légumes (sans soja), préemballé",entrées et plats composés,plats composés,plats végétariens,211.0,7.6,0.89,2.23,4.11,5.31,28.0,3.66,0.1,4.4,29.0,0.25,2.97,7.3,0.5,0.0,0.0,0.054,0.4
"Boulette végétale au soja et/ou blé, préemballée",entrées et plats composés,plats composés,plats végétariens,211.0,10.6,1.11,4.45,4.5,17.6,7.98,3.47,0.1,5.45,73.0,0.25,4.61,12.9,0.5,21.0,0.078,0.057,0.22
"Galette ou pavé aux lentilles, soja et légumes, préemballé",entrées et plats composés,plats composés,plats végétariens,170.0,5.6,0.75,1.76,2.79,9.71,16.7,2.77,0.1,4.76,69.0,0.25,2.14,13.5,0.5,0.0,0.0,0.052,0.33
"Galette ou pavé au blé (seitan) et légumes, préemballé",entrées et plats composés,plats composés,plats végétariens,208.0,7.1,0.73,1.0,5.02,12.5,20.8,3.97,0.1,3.1,42.0,0.25,1.65,4.63,0.5,0.0,0.0,0.049,0.29
